id,radius,ra,dec,transparency,stellarradius
Kepler-1053,151.1290000,291.4186349,39.1273664,-0.895,0.61
Kepler-1054,1090.5100000,290.6011085,44.5563604,0.369,1.46
Kepler-1055,389.3970000,290.4867838,44.9325410,-0.148,0.87
Kepler-1056,982.5100000,299.5259832,46.8992561,0.227,1.17
Kepler-1057,1201.8200000,297.4521311,41.5580816,-0.006,0.92
Kepler-1059,713.1670000,289.2202147,41.7064385,-0.52,0.78
Kepler-106,444.3220000,300.8640060,44.3375497,0.083,1.06
Kepler-1060,946.5650000,286.0252285,39.6309204,0.072,1.12
Kepler-1061,543.3750000,296.2300306,50.2752091,0.088,0.98
Kepler-1062,397.4550000,283.8994187,41.2215940,-0.682,0.78
Kepler-1065,1122.4800000,294.5113190,38.7904648,-0.116,0.97
Kepler-1066,344.2510000,298.8666210,46.5022325,-0.19,0.87
Kepler-1067,667.6930000,285.3873706,45.0490265,-0.147,0.94
Kepler-1068,1473.6100000,294.6481708,46.3923173,-0.025,1.02
Kepler-1069,695.9670000,290.9792378,47.9889097,0.372,1.65
Kepler-107,525.9970000,297.0281620,48.2086019,0.364,1.50
Kepler-1070,939.0010000,293.1953923,49.3165410,0.285,1.22
Kepler-1071,1042.2700000,293.0579794,45.2487472,-0.313,0.85
Kepler-1072,982.7160000,292.0443891,46.3289723,0.365,1.51
Kepler-1073,809.8970000,294.1527259,38.2330886,-0.01,0.99
Kepler-1074,250.8170000,284.4766869,46.2526781,-1.121,0.60
Kepler-1075,291.2750000,287.5011404,47.4691157,-1.113,0.59
Kepler-1077,1101.4200000,291.0336333,42.2678448,0.006,1.03
Kepler-1078,2481.7100000,293.2005664,43.0500379,0.5,2.02
Kepler-1080,1382.8200000,296.4644914,49.1828952,0.861,2.07
Kepler-1081,420.2150000,289.4447520,41.3179652,-0.306,0.87
Kepler-1082,739.5570000,289.3586737,50.5984489,0.314,1.39
Kepler-1083,902.6330000,283.1618831,45.1983360,-0.473,0.79
Kepler-1084,405.5330000,290.1019809,48.2511460,0.253,1.37
Kepler-1085,1364.5300000,287.4776359,46.1411685,0.079,1.08
Kepler-1086,466.0840000,295.2511870,45.8429537,-0.86,0.62
Kepler-1087,362.6230000,294.9789253,46.0056741,-0.097,1.07
Kepler-1088,280.6290000,281.5614578,42.4504087,0.09,1.07
Kepler-1089,259.3280000,291.0926509,49.1901729,-1.297,0.55
Kepler-109,474.8610000,290.3926795,40.2849074,0.347,1.40
Kepler-1090,858.7700000,295.6629002,44.5258237,-0.146,1.03
Kepler-1091,914.2990000,299.7854426,43.6707235,0.08,1.05
Kepler-1092,981.2330000,297.7232008,47.1126833,0.096,1.08
Kepler-1093,1072.8800000,284.9780251,41.4202077,0.46,1.41
Kepler-1094,1291.0100000,292.3012109,38.2669983,0.178,1.27
Kepler-1095,792.5220000,293.2624215,41.3650155,-0.093,0.95
Kepler-1096,377.9760000,294.7094688,45.9695533,-0.84,0.63
Kepler-1097,719.8020000,281.5941261,42.5963949,-0.404,0.77
Kepler-1098,1049.1900000,295.5026730,43.2326992,0.157,1.17
Kepler-1099,1022.8000000,288.7499866,48.2771163,-0.119,0.89
Kepler-11,646.3460000,297.1150949,41.9091092,0.12,1.13
Kepler-110,586.5310000,292.9291693,48.6028303,0.276,1.26
Kepler-1100,693.6180000,291.8713535,44.0873907,0.088,1.04
Kepler-1101,742.4730000,294.5693544,45.6711623,-0.351,0.76
Kepler-1102,1246.0500000,281.3225917,48.0664955,0.139,1.16
Kepler-1103,1331.9200000,287.3821348,49.4524247,0.522,1.64
Kepler-1104,530.6580000,294.4685197,49.3309789,0.514,1.44
Kepler-1105,318.0040000,281.1117588,42.4549698,-0.945,0.66
Kepler-1106,1090.7000000,291.1451576,44.0624715,0.159,1.09
Kepler-1107,428.7980000,291.0499340,39.1416740,-0.417,0.78
Kepler-1108,767.7010000,296.0422962,45.9851400,-0.258,0.85
Kepler-1109,685.0870000,291.6462654,39.3966122,-0.076,1.05
Kepler-111,657.2230000,291.6531630,44.6882613,0.195,1.18
Kepler-1110,726.8280000,291.8080645,38.6226615,-0.637,0.71
Kepler-1111,841.5360000,295.4634045,45.8127697,-0.09,0.89
Kepler-1112,1671.2800000,296.9687937,47.7514799,0.542,1.46
Kepler-1113,1073.8800000,289.4066969,39.3388130,0.08,1.02
Kepler-1114,418.4170000,299.2370531,45.8347781,-0.293,0.81
Kepler-1115,983.2450000,294.9917723,40.1443964,1.254,1.81
Kepler-1116,1008.5700000,291.9336573,44.1154992,-0.147,0.94
Kepler-1117,568.4870000,292.0847866,49.2374206,-0.224,0.89
Kepler-1118,888.3250000,299.9656619,44.1608805,-0.06,1.10
Kepler-1119,1757.2300000,297.0191018,44.3274936,0.486,1.64
Kepler-112,513.2060000,296.9811361,43.2097025,-0.086,0.98
Kepler-1120,615.2310000,290.9144516,42.2865522,-0.588,0.68
Kepler-1121,482.0470000,297.7865467,47.8861542,0.475,1.53
Kepler-1122,1230.4200000,288.2805801,46.3408747,0.059,1.19
Kepler-1123,704.3230000,294.5177291,50.6703927,-0.295,0.85
Kepler-1124,289.8990000,286.5942529,37.8912836,-1.323,0.52
Kepler-1125,2011.4100000,295.4812018,40.7319316,0.647,2.00
Kepler-1126,635.7360000,285.6919550,45.6893993,-0.099,0.93
Kepler-1127,842.4590000,293.2173563,42.7205846,-0.259,0.87
Kepler-1128,1083.4100000,293.0633150,39.4034052,-0.196,1.15
Kepler-1129,1183.8800000,291.6044965,41.3093275,-0.027,1.03
Kepler-113,262.3510000,287.9978721,50.9441847,-0.576,0.77
Kepler-1130,249.3430000,285.2074210,45.3843330,-0.26,0.87
Kepler-1131,1030.7000000,295.6514492,49.2612954,-0.028,0.96
Kepler-1132,867.9310000,286.3675188,48.4238906,-0.378,0.80
Kepler-1133,753.1350000,293.3224114,42.8674925,-0.21,0.91
Kepler-1134,944.4450000,295.5678578,42.4781064,-0.397,0.77
Kepler-1135,1314.6400000,286.0029904,44.7565551,0.437,1.78
Kepler-1136,491.4060000,284.1078441,44.2458047,-0.853,0.63
Kepler-1137,921.7780000,287.1302407,48.6653470,0.754,1.76
Kepler-1138,872.3280000,285.8993164,48.3072850,-0.333,0.75
Kepler-1139,495.1560000,287.9455985,39.2305281,-0.304,0.88
Kepler-114,259.5330000,294.1214820,48.3497977,-0.685,0.70
Kepler-1140,656.4800000,281.6940529,46.9465210,-0.566,0.75
Kepler-1141,393.6420000,290.5436836,47.7259073,0.155,1.14
Kepler-1142,1273.5100000,292.7144796,44.0822816,0.437,1.81
Kepler-1143,555.1890000,287.3027720,39.2896399,-0.623,0.70
Kepler-1144,1140.5700000,290.0432936,47.2578857,0.056,1.10
Kepler-1145,691.9610000,295.3081524,43.0444026,-0.498,0.75
Kepler-1146,703.0380000,286.7167120,47.4256580,-0.642,0.74
Kepler-1147,1657.3600000,292.5474753,41.6429221,0.235,1.35
Kepler-1148,625.6920000,290.9536059,45.7195545,-0.531,0.74
Kepler-1149,1217.7300000,294.1891824,45.1515263,0.165,1.28
Kepler-115,623.6090000,297.7119299,45.2619850,0.22,1.17
Kepler-1150,358.5180000,296.7244553,49.5326846,-0.666,0.73
Kepler-1151,682.4360000,292.2477819,47.8784257,-0.342,0.78
Kepler-1152,215.2330000,290.4341483,44.1077802,-1.097,0.61
Kepler-1153,1119.4900000,289.1471849,45.8661300,-0.284,0.83
Kepler-1154,1460.1000000,297.4771158,39.8772345,0.452,1.37
Kepler-1156,691.3310000,288.9240901,46.0575865,-0.068,0.91
Kepler-1157,342.1440000,283.1209268,43.5255701,-0.675,0.75
Kepler-1158,1484.2500000,292.2339048,41.5751832,0.84,2.34
Kepler-1159,1213.7100000,294.2663250,45.2042317,0.298,1.39
Kepler-116,955.1680000,294.7420605,43.5367842,0.421,1.37
Kepler-1160,1077.6300000,287.8793899,43.3640752,-0.343,0.76
Kepler-1161,547.7260000,299.0770621,45.4405583,-0.653,0.77
Kepler-1162,940.2110000,283.2920273,45.4339813,-0.322,0.83
Kepler-1163,478.6470000,290.2358630,50.0300654,0.396,1.34
Kepler-1164,431.6220000,287.5296372,38.8945065,-0.399,0.78
Kepler-1165,1575.2000000,286.9712284,44.7082669,0.552,1.74
Kepler-1166,634.9060000,290.3484956,50.9028387,-0.256,0.85
Kepler-1167,820.9050000,298.3026595,47.6939654,-0.536,0.78
Kepler-1168,752.6660000,287.2977834,47.4554880,-0.53,0.74
Kepler-1169,522.8230000,294.9115874,46.4914718,0.262,1.27
Kepler-117,1455.5700000,288.7930651,48.0401760,0.538,1.66
Kepler-1170,1050.4500000,292.1685422,43.7795963,-0.338,0.90
Kepler-1171,573.0000000,294.9589285,38.5915968,0.869,1.84
Kepler-1172,1306.5300000,290.4744875,37.7665499,-0.161,0.84
Kepler-1173,377.0600000,293.1311803,45.6634153,-0.435,0.78
Kepler-1174,1408.7500000,281.8314296,42.2988910,0.555,1.79
Kepler-1175,1121.8900000,289.1426847,46.8129656,-0.34,0.75
Kepler-1176,864.6990000,297.9197240,45.2742038,-0.117,0.93
Kepler-1177,1299.9700000,286.6714813,49.4062964,0.342,1.55
Kepler-1178,482.2870000,288.4561183,45.8022258,-0.277,0.94
Kepler-1179,415.2050000,284.0974305,47.8104856,-0.444,0.74
Kepler-118,574.2280000,299.2131881,41.4248195,-0.377,0.83
Kepler-1180,1596.8000000,295.8874773,43.1559952,0.417,1.42
Kepler-1181,938.4170000,289.7473165,39.5234131,0.472,1.36
Kepler-1182,1545.3900000,296.3079895,43.8213706,0.256,1.31
Kepler-1183,1919.1900000,292.2324228,38.8921946,0.255,1.48
Kepler-1184,1157.8400000,291.2820310,46.9659514,0.065,1.02
Kepler-1185,459.2730000,287.2411783,39.3326977,0.282,1.34
Kepler-1186,1337.2500000,288.4796333,47.1017438,0.064,1.20
Kepler-1187,1020.5300000,286.8919996,38.3185034,0.136,1.13
Kepler-1188,1717.4800000,283.1038438,43.1480487,0.398,1.51
Kepler-1189,782.8520000,298.4264116,47.9468194,0.041,1.12
Kepler-119,701.9960000,295.9463854,42.6588324,-0.037,1.02
Kepler-1190,342.5090000,284.9996582,49.4799506,-0.727,0.71
Kepler-1191,955.5360000,291.6577923,48.0092619,-0.226,0.90
Kepler-1192,1304.1900000,282.1405603,43.8964934,-0.128,0.95
Kepler-1193,802.1160000,288.1447323,51.2756446,0.351,1.45
Kepler-1195,918.5660000,284.3510523,40.8529319,-0.446,0.78
Kepler-1196,922.3330000,292.3695850,43.9108663,-0.047,0.96
Kepler-1197,486.9400000,291.6693437,42.5907441,-0.666,0.75
Kepler-1198,743.0300000,288.8339659,44.8381980,-0.232,0.88
Kepler-12,881.3860000,286.2434458,50.0403671,0.449,1.57
Kepler-120,388.6300000,287.8915707,39.3390979,-0.677,0.75
Kepler-1200,588.7150000,296.6034317,44.1292537,-0.689,0.77
Kepler-1201,944.2410000,294.6147908,40.8331158,0.044,1.00
Kepler-1202,1175.3800000,292.2906060,44.6532281,-0.134,0.91
Kepler-1203,317.0220000,292.7734523,44.1780880,-0.854,0.77
Kepler-1204,1175.2200000,289.4415238,42.4981476,-0.058,0.98
Kepler-1205,698.4850000,290.2796734,41.5150499,-0.418,0.82
Kepler-1206,762.0190000,295.9383737,49.7911337,-0.62,0.75
Kepler-1207,1754.1900000,295.0641963,49.3589615,0.638,2.04
Kepler-1208,825.1760000,291.8812445,44.5557587,-0.553,0.75
Kepler-1209,505.5310000,287.5849352,49.1547328,0.343,1.25
Kepler-121,510.5230000,286.1621273,39.6780204,-0.474,0.68
Kepler-1210,1176.5300000,292.8321598,48.2193376,-0.149,0.95
Kepler-1211,1826.5300000,285.7207618,40.8569116,0.134,1.17
Kepler-1212,1316.5700000,296.8534096,50.0373196,0.211,1.18
Kepler-1213,807.8120000,289.4858423,50.9441967,0.395,1.42
Kepler-1214,729.2270000,285.1427113,49.8006565,-0.419,0.82
Kepler-1215,661.0220000,297.4636477,48.1813978,-0.182,0.92
Kepler-1216,1258.3600000,287.4052661,45.9179790,0.073,1.12
Kepler-1217,1347.7100000,289.1866841,50.9375614,0.085,1.07
Kepler-1218,840.5030000,291.5788505,44.5316825,0.363,1.47
Kepler-1219,880.8950000,297.2158443,47.3785082,0.926,2.87
Kepler-122,1027.4500000,291.1118647,39.9490248,0.27,1.26
Kepler-1220,961.9070000,297.0703980,42.9777396,0.025,0.99
Kepler-1222,415.2180000,294.8896160,49.3798215,-0.458,0.75
Kepler-1223,459.9570000,285.2956462,44.5527542,-0.541,0.82
Kepler-1224,559.5980000,286.6257591,37.5373130,0.293,1.19
Kepler-1225,1347.5200000,290.6332748,40.1369671,0.333,1.29
Kepler-1226,1125.7200000,296.3768521,50.6214592,0.359,1.41
Kepler-1227,623.7060000,287.0664109,41.8749712,-0.158,0.88
Kepler-1228,515.4530000,296.5527610,46.9661945,-0.555,0.73
Kepler-1229,265.4820000,297.4868347,46.9966782,-1.233,0.57
Kepler-123,1021.6600000,296.9985853,42.7819633,0.41,1.33
Kepler-1230,1364.2200000,283.2645129,41.7114526,0.096,1.09
Kepler-1231,987.2370000,288.5882888,42.6056644,0.023,1.10
Kepler-1232,632.8650000,296.5500966,49.1023070,-0.359,0.80
Kepler-1233,1178.7000000,297.3750954,46.6622201,0.221,1.15
Kepler-1234,916.7490000,287.5220359,51.3759464,-0.454,0.86
Kepler-1235,540.6040000,284.9030677,43.9540616,-0.156,0.98
Kepler-1236,999.6400000,295.6247375,42.5458739,-0.379,0.79
Kepler-1237,1064.3100000,295.6292745,44.6905815,-0.258,0.94
Kepler-1238,1632.1300000,297.9057655,40.1628378,0.584,1.61
Kepler-1239,2140.6000000,293.1273357,42.3200578,0.447,1.61
Kepler-124,420.0460000,286.7527322,49.0648788,-0.467,0.72
Kepler-1240,862.1860000,282.9997682,40.5574322,0.223,1.38
Kepler-1241,968.7220000,294.5762033,38.4569588,-0.324,0.84
Kepler-1242,687.6150000,284.6062174,41.1963440,-0.516,0.78
Kepler-1243,758.1700000,294.0093970,42.8807779,-0.244,0.83
Kepler-1244,1075.8100000,282.3012505,46.5161814,1.032,2.53
Kepler-1246,436.5050000,287.6572346,48.9822053,-0.727,0.72
Kepler-1247,1045.9200000,294.5335974,46.6182365,-0.345,0.79
Kepler-1249,1904.5400000,296.8948517,44.3717429,0.428,1.50
Kepler-125,183.3650000,298.2581101,47.6050031,-1.251,0.55
Kepler-1250,2126.8500000,287.7938184,45.9802492,0.343,1.53
Kepler-1251,902.2040000,292.1151093,49.2563792,-0.153,0.90
Kepler-1252,648.9790000,298.9503634,46.6928437,-0.13,0.90
Kepler-1253,514.5240000,283.8852196,47.6371507,0.345,1.54
Kepler-1254,622.8180000,285.1733174,48.7700099,-0.572,0.72
Kepler-1255,1617.0700000,295.2392569,42.7264842,0.307,1.35
Kepler-1256,891.1920000,291.4742443,44.6834119,0.428,1.47
Kepler-1257,1105.9500000,296.0756231,45.6270165,-0.136,0.99
Kepler-1258,717.5550000,285.4049723,49.9948186,0.094,1.12
Kepler-1259,805.5620000,297.8414628,46.9676288,-0.333,0.87
Kepler-126,237.4010000,289.3473634,44.2084445,0.452,1.45
Kepler-1260,1734.4300000,295.5912652,42.5552261,0.526,1.83
Kepler-1261,744.2940000,285.2324786,48.8066963,-0.523,0.77
Kepler-1262,1054.8700000,288.7718287,42.2131694,-0.105,0.91
Kepler-1263,664.8300000,286.4836260,46.7526182,-0.414,0.78
Kepler-1264,801.9930000,289.8844102,45.2115075,-0.055,0.96
Kepler-1265,583.6410000,284.5858364,47.0795646,-0.7,0.70
Kepler-1266,849.3120000,285.8693277,42.7279996,-0.53,0.72
Kepler-1267,1379.4300000,299.1695093,43.4410533,0.003,1.08
Kepler-1268,1840.7700000,287.8384190,43.1531776,0.345,1.43
Kepler-1269,1097.2300000,287.8055442,45.3405371,0.556,1.80
Kepler-127,352.7940000,285.1899439,46.0280596,0.407,1.45
Kepler-1271,831.9910000,286.3442954,37.4119347,0.219,1.17
Kepler-1272,1206.3700000,285.2197605,38.8058393,0.37,1.51
Kepler-1273,1114.2400000,285.8032016,44.8733983,-0.305,0.79
Kepler-1274,614.6480000,284.5936858,46.4497364,0.798,2.34
Kepler-1275,1153.9800000,293.5004955,44.9324455,0.315,1.31
Kepler-1276,538.4810000,287.8570173,40.5471909,0.22,1.10
Kepler-1277,557.1930000,295.1025166,40.5723736,-0.199,0.84
Kepler-1278,889.4260000,282.9569197,42.8255589,0.366,1.40
Kepler-1279,1494.2200000,288.0955917,40.3659090,0.693,2.02
Kepler-128,396.3790000,282.4922622,43.9802442,0.575,1.75
Kepler-1280,1486.7000000,293.5738933,45.3844919,0.679,2.04
Kepler-1282,1103.2900000,290.1761688,46.6983036,-0.183,0.91
Kepler-1283,2921.9900000,295.4623336,40.7769335,0.927,2.59
Kepler-1284,882.3240000,291.2789549,47.6875766,-0.395,0.86
Kepler-1285,422.2690000,281.8353366,44.1558825,0.481,1.59
Kepler-1286,1354.4600000,280.2583709,43.8357433,0.128,1.18
Kepler-1287,1003.2600000,289.1346298,47.0630180,-0.091,0.92
Kepler-1289,1053.5700000,296.3887670,41.0405090,0.16,1.22
Kepler-129,408.8450000,285.3111845,47.8484775,0.464,1.75
Kepler-1290,1593.7000000,290.6852287,43.8596155,0.069,1.14
Kepler-1291,897.3520000,289.3770051,40.0010791,-0.467,0.75
Kepler-1292,1493.4300000,284.9057222,43.9491434,-0.091,1.01
Kepler-1293,1028.1600000,290.0258783,48.3359227,0.604,1.70
Kepler-1294,1855.7000000,291.2681037,44.4881624,0.421,1.64
Kepler-1295,1174.4600000,291.3978451,45.5885530,-0.283,0.88
Kepler-1296,1551.5400000,292.1251038,41.4077928,0.486,2.05
Kepler-1297,1439.4700000,289.9564415,47.0203466,0.302,1.39
Kepler-1298,544.1630000,284.4227535,49.1061907,0.84,2.39
Kepler-1299,1404.9400000,286.1501263,37.4113438,-0.106,1.00
Kepler-130,316.6630000,288.4505905,40.2452006,0.198,1.18
Kepler-1300,777.0250000,289.0330532,40.0869182,0.636,1.86
Kepler-1301,854.2800000,286.6041816,42.4403309,-0.346,0.86
Kepler-1302,634.5800000,290.9892462,50.3080640,-0.467,0.76
Kepler-1303,897.7830000,284.2871470,42.3555784,-0.002,1.03
Kepler-1305,1575.2300000,297.3394624,46.3472165,0.084,1.17
Kepler-1306,1107.5000000,294.4783627,46.9458638,-0.063,1.02
Kepler-1307,1014.6200000,292.8698348,46.7418679,-0.205,0.84
Kepler-1308,112.7050000,285.9287514,38.5207097,-1.503,0.48
Kepler-131,228.6780000,288.5308924,40.9423730,0.022,1.03
Kepler-1310,569.1850000,283.9200236,40.7400419,-0.192,0.85
Kepler-1311,866.3310000,289.6512597,43.8244445,0.472,1.75
Kepler-1312,299.1040000,292.9712801,41.0357494,-0.099,0.95
Kepler-1313,174.2340000,292.3885820,42.2332767,-0.325,0.80
Kepler-1315,480.8690000,295.8215678,46.0530562,-0.628,0.73
Kepler-1316,800.8710000,298.8358277,40.2930714,0.253,1.19
Kepler-1317,728.3030000,291.6118842,42.1159787,-0.414,0.81
Kepler-1318,475.2480000,290.3763246,41.1507928,-0.73,0.71
Kepler-1319,103.9170000,290.9564463,49.3667933,-1.457,0.50
Kepler-1320,647.4240000,288.4335977,40.3808519,-0.729,0.69
Kepler-1321,769.1460000,294.5285970,46.6408737,-0.862,0.76
Kepler-1322,1350.3200000,293.2045009,45.4353919,-0.101,1.01
Kepler-1323,465.4170000,292.8722515,46.0987290,0.295,1.28
Kepler-1324,481.6670000,291.1849503,40.3112023,-0.673,0.73
Kepler-1325,973.3680000,285.0171505,42.0853120,-0.136,0.95
Kepler-1326,698.3260000,296.2221990,39.2689420,0.523,1.34
Kepler-1327,678.0690000,289.0648073,50.4609183,0.036,1.06
Kepler-1328,813.5430000,284.6753857,44.4177225,0.228,1.36
Kepler-1329,588.0370000,281.6476437,48.2709523,-0.771,0.69
Kepler-133,653.6000000,297.2778906,48.3203542,0.41,1.63
Kepler-1330,1720.4800000,290.5767116,39.9568913,0.426,1.82
Kepler-1331,319.1970000,297.0737928,41.2244613,-0.909,0.66
Kepler-1332,528.6850000,291.0286411,43.9137055,-0.137,0.93
Kepler-1333,932.4460000,293.5275797,41.1113940,-0.188,0.89
Kepler-1334,1223.0400000,289.3115320,51.3209059,0.028,1.07
Kepler-1335,621.8530000,284.8384394,42.0703371,-0.555,0.75
Kepler-1336,1126.6400000,296.2776587,46.8998006,0.421,1.82
Kepler-1337,601.6290000,287.0091176,46.7961229,-0.742,0.73
Kepler-1338,753.2600000,284.0422701,41.6990348,0.247,1.31
Kepler-1339,371.0490000,283.7457695,48.3734690,0.188,1.32
Kepler-134,334.7970000,284.7391156,49.5984448,0.061,1.05
Kepler-1340,981.7790000,296.2328099,42.4727965,0.087,1.02
Kepler-1341,476.9570000,280.5116813,44.1593503,-0.638,0.79
Kepler-1342,890.7240000,297.0200549,43.4325382,-0.261,0.90
Kepler-1343,1756.7100000,294.2944830,50.7253850,0.195,1.26
Kepler-1344,853.9590000,287.0862799,46.9457998,0.146,1.16
Kepler-1345,1355.0200000,292.4779428,46.0228210,0.693,2.02
Kepler-1346,843.7010000,291.8413410,45.1791850,-0.008,1.02
Kepler-1348,1213.8200000,292.0874126,49.7887090,0.204,1.22
Kepler-1349,276.3230000,286.3385562,48.7442697,0.343,1.45
Kepler-135,621.8550000,290.4950939,38.7954956,0.448,1.56
Kepler-1350,340.6910000,288.2506110,46.6794847,-1.283,0.53
Kepler-1351,202.7820000,293.6084289,42.1978746,-0.983,0.58
Kepler-1352,670.8290000,290.6937988,48.7014417,0.263,1.28
Kepler-1353,593.3840000,295.7353911,42.5762317,-0.615,0.75
Kepler-1354,1119.4500000,291.2451266,37.7590079,0.302,1.38
Kepler-1355,911.2690000,283.7414249,49.0679833,-0.329,0.83
Kepler-1356,845.2280000,290.9953825,43.2438792,-0.486,0.76
Kepler-1357,1015.6900000,291.5480665,50.3532584,-0.146,0.90
Kepler-1358,546.9980000,286.1705469,43.0089000,-0.413,0.79
Kepler-1359,614.8590000,289.5388180,41.8928154,-0.717,0.70
Kepler-136,420.8180000,296.4673039,42.5987984,0.467,1.49
Kepler-1360,1516.2700000,300.3440482,45.6231826,0.923,2.16
Kepler-1361,389.1430000,283.5653603,46.9042278,-0.437,0.80
Kepler-1362,731.2980000,288.5385574,40.8771276,-0.601,0.77
Kepler-1363,541.7140000,296.9964872,49.2563228,-0.626,0.76
Kepler-1365,840.1280000,292.1996573,42.0459944,0.425,1.70
Kepler-1366,465.8260000,285.0648845,41.5548464,-0.996,0.68
Kepler-1367,401.4840000,288.4166786,47.8787308,-0.905,0.73
Kepler-1368,1635.8200000,294.7669795,41.6446434,0.051,1.11
Kepler-1369,1236.5600000,285.7972604,40.9361923,-0.01,1.02
Kepler-137,302.9790000,282.1355875,43.0391951,-0.292,0.86
Kepler-1370,1004.1000000,284.5656897,41.7784781,0.458,1.46
Kepler-1371,515.3340000,288.8314251,47.5519753,-0.198,0.92
Kepler-1372,1303.2200000,288.8865895,44.8394672,0.012,1.09
Kepler-1373,1699.4600000,285.7520229,39.2491731,0.774,2.02
Kepler-1374,1078.4600000,291.3499783,45.1722521,-0.368,0.77
Kepler-1375,1430.8400000,296.2935173,43.4032189,0.822,2.01
Kepler-1376,868.0560000,286.9584368,42.5414090,-0.071,1.01
Kepler-1377,1146.1000000,289.1954229,46.6516055,-0.293,0.86
Kepler-1378,506.4340000,297.3734030,40.3663986,-0.903,0.65
Kepler-1379,971.3250000,293.6704404,41.4102105,-0.403,0.77
Kepler-138,66.8624000,290.3814122,43.2930645,-1.222,0.55
Kepler-1380,2462.9400000,288.1160421,42.4403832,0.473,2.03
Kepler-1381,1197.0400000,287.5357911,48.7277830,-0.117,0.90
Kepler-1382,738.2610000,295.3774182,39.0480365,0.572,1.76
Kepler-1383,1027.2100000,297.9447714,42.1918449,0.568,1.70
Kepler-1385,688.7950000,282.6313559,46.4810220,0.45,1.81
Kepler-1386,835.8820000,280.8233646,42.6360518,0.009,1.09
Kepler-1387,455.3580000,292.4403029,43.2093456,-0.56,0.70
Kepler-1388,453.7950000,283.3360156,47.1744499,-1.107,0.60
Kepler-1389,497.0930000,285.7174414,44.7583487,-0.534,0.75
Kepler-139,391.0380000,282.3919451,43.8894167,0.016,1.10
Kepler-1390,723.4310000,298.6624419,48.2488659,-0.1,1.02
Kepler-1391,1038.3500000,294.8309749,46.6595768,0.439,1.78
Kepler-1394,640.4090000,283.4532068,45.0840729,0.811,1.97
Kepler-1395,492.8940000,292.3374945,47.6641732,0.277,1.24
Kepler-1396,1066.4600000,294.3363936,44.9182296,0.204,1.22
Kepler-1397,1198.2500000,299.6758812,47.0758234,0.591,1.71
Kepler-1398,852.2040000,294.8661073,48.6389923,0.312,1.33
Kepler-1399,1385.7000000,293.3116962,46.0416516,0.01,1.09
Kepler-140,583.8590000,287.3694056,46.7681473,0.251,1.19
Kepler-1400,752.2370000,286.2716827,45.4408055,-0.578,0.71
Kepler-1402,1493.6400000,291.8478341,48.9681664,0.448,2.00
Kepler-1403,2163.9000000,290.8676391,38.9600779,0.372,1.41
Kepler-1404,962.1830000,296.0094827,50.4983929,-0.37,0.83
Kepler-1405,1530.3000000,295.6848822,39.2561274,0.022,1.07
Kepler-1407,1396.4100000,283.9424274,41.4715535,0.271,1.35
Kepler-1408,535.0480000,282.6998783,45.4257884,0.579,1.78
Kepler-1409,694.8900000,290.0847389,51.2086144,-0.422,0.81
Kepler-141,301.1830000,297.9707271,47.7316041,-0.446,0.85
Kepler-1411,1660.4800000,286.3615236,42.9638889,0.041,1.05
Kepler-1412,755.6780000,292.1801539,49.2024810,0.383,1.55
Kepler-1413,1167.4900000,294.3416065,46.4987624,-0.391,0.82
Kepler-1414,570.8350000,284.9285796,42.4223085,-0.464,0.81
Kepler-1415,1043.5600000,285.1568015,47.8732512,-0.297,0.91
Kepler-1416,949.5900000,298.6634624,43.8940593,0.284,1.49
Kepler-1417,991.8450000,290.9498966,40.6051970,0.395,1.59
Kepler-1419,1498.5800000,292.2545917,37.9713760,0.042,1.09
Kepler-142,548.6860000,295.1190067,48.4813635,0.107,1.12
Kepler-1420,1054.3700000,296.2038586,42.7778165,-0.232,0.89
Kepler-1421,783.4010000,286.5806115,48.5442312,0.599,1.68
Kepler-1422,2465.8400000,293.8902214,48.3360926,0.447,1.53
Kepler-1425,863.8730000,294.9510368,43.0124348,0.398,1.75
Kepler-1428,1530.3200000,297.6422563,49.5949580,0.944,2.51
Kepler-1429,1214.0900000,285.3662532,49.0448172,0.138,1.12
Kepler-143,809.4670000,298.0676519,49.4125410,0.294,1.37
Kepler-1431,1623.2400000,292.6583919,49.8651522,0.243,1.39
Kepler-1432,2171.8700000,295.5241011,49.8295211,0.449,1.61
Kepler-1434,775.5290000,295.5384415,51.2030002,0.862,2.45
Kepler-1435,704.2110000,291.1732806,44.9210836,0.468,1.41
Kepler-1436,2530.6200000,297.7115530,46.7679816,0.801,2.45
Kepler-1438,1154.1300000,289.2898190,40.6816262,0.123,1.31
Kepler-1439,225.3930000,285.7396971,40.9798688,-1.544,0.45
Kepler-144,384.9170000,281.9156128,42.7755535,0.282,1.26
Kepler-1440,1115.3500000,285.3469737,48.3122283,0.377,1.60
Kepler-1441,1110.4800000,293.7191177,43.1245756,0.325,1.56
Kepler-1442,608.6800000,291.2556226,48.8469171,0.651,1.70
Kepler-1443,593.6460000,283.4357392,47.0667983,0.561,1.58
Kepler-1444,319.6750000,285.3306799,42.0405016,0.021,1.06
Kepler-1445,506.3570000,280.2495197,43.9150665,0.34,1.29
Kepler-1446,152.0750000,289.4240357,46.7260823,-0.651,0.69
Kepler-1447,890.2960000,289.6434285,50.7270160,-0.042,1.00
Kepler-1448,768.9030000,287.8674123,50.5955846,-0.069,0.92
